0_-1005_0_0_1,0_-1011_0_0_1,0_-1027_0_0_1,0_-1029_0_0_0,0_-1033_0_0_1,0_-1057_0_0_2,0_-1093_0_0_1,0_-11_0_0_0,0_-116_0_0_2,0_-117_0_0_1,0_-119_0_0_2,0_-1199_0_0_0,0_-1201_0_0_2,0_-121_0_0_1,0_-123_0_0_1,0_-125_0_0_2,0_-126_0_0_0,0_-128_0_0_2,0_-13_0_0_2,0_-1323_0_0_1,0_-1342_0_0_1,0_-1343_0_0_0,0_-1345_0_0_2,0_-1357_0_0_2,0_-1359_0_0_2,0_-1363_0_0_0,0_-1373_0_0_0,0_-138_0_0_2,0_-1388_0_0_2,0_-1391_0_0_2,0_-1396_0_0_1,0_-1404_0_0_0,0_-1415_0_0_1,0_-1425_0_0_2,0_-1427_0_0_2,0_-1429_0_0_2,0_-1431_0_0_0,0_-1441_0_0_1,0_-1447_0_0_2,0_-1464_0_0_1,0_-1483_0_0_1,0_-1493_0_0_2,0_-1494_0_0_0,0_-1499_0_0_1,0_-15_0_0_1,0_-1501_0_0_1,0_-1517_0_0_2,0_-1523_0_0_1,0_-1524_0_0_0,0_-1526_0_0_0,0_-1532_0_0_0,0_-1533_0_0_2,0_-1535_0_0_2,0_-17_0_0_0,0_-1767_0_0_0,0_-1769_0_0_2,0_-1771_0_0_2,0_-1773_0_0_0,0_-1774_0_0_0,0_-1775_0_0_0,0_-1783_0_0_1,0_-1797_0_0_0,0_-1798_0_0_0,0_-1882_0_0_0,0_-1883_0_0_0,0_-1891_0_0_0,0_-19_0_0_0,0_-210_0_0_2,0_-25_0_0_2,0_-3_0_0_0,0_-313_0_0_2,0_-319_0_0_2,0_-325_0_0_2,0_-326_0_0_0,0_-330_0_0_0,0_-332_0_0_2,0_-333_0_0_0,0_-336_0_0_2,0_-338_0_0_1,0_-344_0_0_2,0_-348_0_0_1,0_-349_0_0_0,0_-356_0_0_1,0_-361_0_0_2,0_-365_0_0_1,0_-379_0_0_0,0_-38_0_0_2,0_-381_0_0_0,0_-383_0_0_2,0_-492_0_0_2,0_-496_0_0_0,0_-504_0_0_1,0_-505_0_0_2,0_-517_0_0_1,0_-523_0_0_0,0_-533_0_0_0,0_-535_0_0_2,0_-569_0_0_2,0_-570_0_0_0,0_-577_0_0_0,0_-579_0_0_0,0_-585_0_0_0,0_-588_0_0_0,0_-589_0_0_2,0_-592_0_0_1,0_-597_0_0_1,0_-601_0_0_1,0_-608_0_0_0,0_-612_0_0_2,0_-613_0_0_2,0_-614_0_0_2,0_-618_0_0_1,0_-621_0_0_1,0_-623_0_0_2,0_-625_0_0_2,0_-639_0_0_2,0_-64_0_0_2,0_-642_0_0_1,0_-650_0_0_0,0_-674_0_0_2,0_-679_0_0_2,0_-684_0_0_2,0_-686_0_0_2,0_-696_0_0_1,0_-698_0_0_2,0_-7_0_0_1,0_-728_0_0_2,0_-730_0_0_0,0_-732_0_0_2,0_-734_0_0_2,0_-837_0_0_1,0_-840_0_0_1,0_-846_0_0_1,0_-848_0_0_2,0_-867_0_0_1,0_-870_0_0_0,0_-876_0_0_1,0_-880_0_0_2,0_-882_0_0_0,0_-9_0_0_2,0_1005_0_0_2,0_1011_0_0_1,0_1027_0_0_0,0_1029_0_0_2,0_1033_0_0_2,0_1057_0_0_2,0_1093_0_0_1,0_11_0_0_1,0_116_0_0_0,0_117_0_0_1,0_119_0_0_2,0_1199_0_0_2,0_1201_0_0_1,0_121_0_0_0,0_123_0_0_0,0_125_0_0_0,0_126_0_0_2,0_128_0_0_0,0_13_0_0_0,0_1323_0_0_1,0_1342_0_0_0,0_1343_0_0_0,0_1345_0_0_1,0_1357_0_0_1,0_1359_0_0_1,0_1363_0_0_2,0_1373_0_0_2,0_138_0_0_1,0_1388_0_0_0,0_1391_0_0_0,0_1396_0_0_0,0_1404_0_0_1,0_1415_0_0_2,0_1425_0_0_1,0_1427_0_0_2,0_1429_0_0_1,0_1431_0_0_2,0_1441_0_0_2,0_1447_0_0_2,0_1464_0_0_2,0_1483_0_0_1,0_1493_0_0_2,0_1494_0_0_0,0_1499_0_0_2,0_15_0_0_2,0_1501_0_0_2,0_1517_0_0_1,0_1523_0_0_2,0_1524_0_0_0,0_1526_0_0_2,0_1532_0_0_1,0_1533_0_0_0,0_1535_0_0_2,0_17_0_0_0,0_1767_0_0_1,0_1769_0_0_0,0_1771_0_0_1,0_1773_0_0_0,0_1774_0_0_2,0_1775_0_0_2,0_1783_0_0_1,0_1797_0_0_2,0_1798_0_0_2,0_1882_0_0_2,0_1883_0_0_2,0_1891_0_0_0,0_19_0_0_2,0_210_0_0_2,0_25_0_0_0,0_3_0_0_0,0_313_0_0_0,0_319_0_0_2,0_325_0_0_0,0_326_0_0_1,0_330_0_0_0,0_332_0_0_2,0_333_0_0_2,0_336_0_0_0,0_338_0_0_2,0_344_0_0_1,0_348_0_0_1,0_349_0_0_0,0_356_0_0_2,0_361_0_0_0,0_365_0_0_0,0_379_0_0_0,0_38_0_0_2,0_381_0_0_0,0_383_0_0_1,0_492_0_0_0,0_496_0_0_2,0_504_0_0_0,0_505_0_0_2,0_517_0_0_1,0_523_0_0_1,0_533_0_0_2,0_535_0_0_0,0_569_0_0_1,0_570_0_0_2,0_577_0_0_0,0_579_0_0_1,0_585_0_0_2,0_588_0_0_1,0_589_0_0_2,0_592_0_0_1,0_597_0_0_2,0_601_0_0_2,0_608_0_0_1,0_612_0_0_1,0_613_0_0_0,0_614_0_0_1,0_618_0_0_1,0_621_0_0_1,0_623_0_0_1,0_625_0_0_0,0_639_0_0_1,0_64_0_0_0,0_642_0_0_1,0_650_0_0_2,0_674_0_0_2,0_679_0_0_1,0_684_0_0_0,0_686_0_0_1,0_696_0_0_1,0_698_0_0_2,0_7_0_0_0,0_728_0_0_1,0_730_0_0_0,0_732_0_0_2,0_734_0_0_2,0_837_0_0_0,0_840_0_0_1,0_846_0_0_1,0_848_0_0_2,0_867_0_0_0,0_870_0_0_1,0_876_0_0_2,0_880_0_0_1,0_882_0_0_2,0_9_0_0_1,
900_-1005_0_0_2,900_-1011_0_0_2,900_-1027_0_0_2,900_-1029_0_1_1,900_-1033_0_0_0,900_-1057_0_0_2,900_-1093_0_0_2,900_-11_0_4_0,900_-116_0_0_1,900_-117_0_0_1,900_-119_0_0_0,900_-1199_0_0_2,900_-1201_0_0_0,900_-121_0_0_1,900_-123_0_1_2,900_-125_0_0_0,900_-126_0_0_2,900_-128_0_0_2,900_-13_0_0_2,900_-1323_0_0_2,900_-1342_0_0_1,900_-1343_0_1_2,900_-1345_0_0_0,900_-1357_0_0_1,900_-1359_0_0_1,900_-1363_0_2_0,900_-1373_0_0_0,900_-138_0_0_1,900_-1388_0_0_1,900_-1391_0_0_0,900_-1396_0_0_2,900_-1404_0_0_0,900_-1415_0_0_1,900_-1425_0_0_2,900_-1427_0_0_2,900_-1429_0_0_2,900_-1431_0_0_2,900_-1441_0_0_0,900_-1447_0_1_1,900_-1464_0_0_2,900_-1483_0_0_0,900_-1493_0_0_1,900_-1494_0_0_1,900_-1499_0_0_2,900_-15_0_1_0,900_-1501_0_2_1,900_-1517_0_0_2,900_-1523_0_0_1,900_-1524_0_0_2,900_-1526_0_1_0,900_-1532_0_0_2,900_-1533_0_0_1,900_-1535_0_1_2,900_-17_0_0_1,900_-1767_0_0_1,900_-1769_0_0_1,900_-1771_0_0_0,900_-1773_0_0_1,900_-1774_0_0_1,900_-1775_0_2_1,900_-1783_0_0_1,900_-1797_0_0_0,900_-1798_0_0_2,900_-1882_0_0_1,900_-1883_0_0_0,900_-1891_0_0_2,900_-19_0_0_2,900_-210_0_0_1,900_-25_0_0_2,900_-3_0_0_0,900_-313_0_0_2,900_-319_0_0_1,900_-325_0_0_1,900_-326_0_0_2,900_-330_0_0_0,900_-332_0_0_2,900_-333_0_0_2,900_-336_0_2_1,900_-338_0_1_1,900_-344_0_0_1,900_-348_0_1_2,900_-349_0_0_0,900_-356_0_0_2,900_-361_0_0_1,900_-365_0_0_1,900_-379_0_1_0,900_-38_0_0_0,900_-381_0_0_2,900_-383_0_2_1,900_-492_0_0_2,900_-496_0_0_2,900_-504_0_1_2,900_-505_0_0_0,900_-517_0_0_1,900_-523_0_1_0,900_-533_0_0_1,900_-535_0_0_2,900_-569_0_0_1,900_-570_0_0_2,900_-577_0_1_1,900_-579_0_0_1,900_-585_0_0_0,900_-588_0_0_1,900_-589_0_0_1,900_-592_0_0_0,900_-597_0_0_0,900_-601_0_0_0,900_-608_0_0_0,900_-612_0_0_1,900_-613_0_0_0,900_-614_0_0_0,900_-618_0_0_2,900_-621_0_0_0,900_-623_0_0_2,900_-625_0_0_0,900_-639_0_0_0,900_-64_0_0_0,900_-642_0_0_0,900_-650_0_0_0,900_-674_0_0_1,900_-679_0_0_0,900_-684_0_0_2,900_-686_0_0_0,900_-696_0_0_1,900_-698_0_1_2,900_-7_0_0_1,900_-728_0_1_2,900_-730_0_0_1,900_-732_0_0_2,900_-734_0_0_0,900_-837_0_0_1,900_-840_0_0_0,900_-846_0_0_1,900_-848_0_0_1,900_-867_0_0_0,900_-870_0_0_1,900_-876_0_0_0,900_-880_0_0_0,900_-882_0_0_0,900_-9_0_0_2,900_1005_0_1_2,900_1011_0_1_0,900_1027_0_0_1,900_1029_0_0_2,900_1033_0_0_2,900_1057_0_0_2,900_1093_0_0_1,900_11_0_0_0,900_116_0_0_1,900_117_0_0_1,900_119_0_0_2,900_1199_0_0_0,900_1201_0_0_1,900_121_0_1_2,900_123_0_0_0,900_125_0_0_1,900_126_0_0_0,900_128_0_0_2,900_13_0_1_1,900_1323_0_0_2,900_1342_0_0_1,900_1343_0_0_2,900_1345_0_0_1,900_1357_0_0_0,900_1359_0_0_1,900_1363_0_0_2,900_1373_0_0_0,900_138_0_0_2,900_1388_0_0_0,900_1391_0_0_0,900_1396_0_0_1,900_1404_0_0_1,900_1415_0_1_1,900_1425_0_0_2,900_1427_0_1_0,900_1429_0_0_1,900_1431_0_1_1,900_1441_0_0_2,900_1447_0_0_1,900_1464_0_0_1,900_1483_0_0_0,900_1493_0_0_2,900_1494_0_0_1,900_1499_0_0_1,900_15_0_0_0,900_1501_0_0_2,900_1517_0_0_1,900_1523_0_0_1,900_1524_0_0_1,900_1526_0_1_2,900_1532_0_0_2,900_1533_0_1_2,900_1535_0_0_2,900_17_0_0_2,900_1767_0_0_1,900_1769_0_0_2,900_1771_0_0_0,900_1773_0_0_2,900_1774_0_0_1,900_1775_0_0_2,900_1783_0_0_0,900_1797_0_0_2,900_1798_0_0_2,900_1882_0_0_2,900_1883_0_0_0,900_1891_0_0_2,900_19_0_0_1,900_210_0_0_0,900_25_0_1_0,900_3_0_0_2,900_313_0_0_1,900_319_0_3_2,900_325_0_0_2,900_326_0_0_0,900_330_0_0_0,900_332_0_0_0,900_333_0_0_1,900_336_0_1_2,900_338_0_1_2,900_344_0_0_0,900_348_0_0_0,900_349_0_0_2,900_356_0_0_1,900_361_0_0_2,900_365_0_0_2,900_379_0_0_0,900_38_0_0_1,900_381_0_0_0,900_383_0_0_2,900_492_0_0_0,900_496_0_0_2,900_504_0_1_2,900_505_0_0_1,900_517_0_1_0,900_523_0_0_2,900_533_0_0_2,900_535_0_0_0,900_569_0_0_0,900_570_0_0_2,900_577_0_0_2,900_579_0_0_1,900_585_0_1_0,900_588_0_0_0,900_589_0_0_1,900_592_0_0_1,900_597_0_0_0,900_601_0_0_2,900_608_0_0_0,900_612_0_0_1,900_613_0_0_2,900_614_0_0_0,900_618_0_0_0,900_621_0_0_0,900_623_0_0_0,900_625_0_1_1,900_639_0_0_1,900_64_0_0_0,900_642_0_0_1,900_650_0_0_1,900_674_0_0_1,900_679_0_0_1,900_684_0_0_1,900_686_0_0_0,900_696_0_0_1,900_698_0_0_0,900_7_0_0_1,900_728_0_0_2,900_730_0_0_2,900_732_0_0_0,900_734_0_0_2,900_837_0_0_1,900_840_0_0_1,900_846_0_0_0,900_848_0_0_1,900_867_0_0_0,900_870_0_0_1,900_876_0_2_2,900_880_0_0_1,900_882_0_0_0,900_9_0_0_0,
1800_-1005_0_0_0,1800_-1011_0_0_1,1800_-1027_0_0_2,1800_-1029_0_0_2,1800_-1033_0_0_2,1800_-1057_0_0_1,1800_-1093_0_0_1,1800_-11_0_1_1,1800_-116_0_0_1,1800_-117_0_0_1,1800_-119_0_0_0,1800_-1199_0_0_2,1800_-1201_0_0_0,1800_-121_0_0_0,1800_-123_0_1_1,1800_-125_0_0_2,1800_-126_0_0_1,1800_-128_0_1_0,1800_-13_0_0_0,1800_-1323_0_0_2,1800_-1342_0_0_2,1800_-1343_0_0_0,1800_-1345_0_0_1,1800_-1357_0_1_1,1800_-1359_0_0_1,1800_-1363_0_0_1,1800_-1373_0_0_0,1800_-138_0_1_0,1800_-1388_0_0_0,1800_-1391_0_0_2,1800_-1396_0_0_0,1800_-1404_0_0_2,1800_-1415_0_0_1,1800_-1425_0_0_0,1800_-1427_0_0_2,1800_-1429_0_0_0,1800_-1431_0_1_1,1800_-1441_0_0_1,1800_-1447_0_1_2,1800_-1464_0_0_1,1800_-1483_0_0_1,1800_-1493_0_0_2,1800_-1494_0_0_1,1800_-1499_0_0_0,1800_-15_0_1_0,1800_-1501_0_0_1,1800_-1517_0_0_1,1800_-1523_0_0_1,1800_-1524_0_1_2,1800_-1526_0_0_2,1800_-1532_0_0_1,1800_-1533_0_0_2,1800_-1535_0_1_1,1800_-17_0_1_1,1800_-1767_0_0_1,1800_-1769_0_0_1,1800_-1771_0_0_0,1800_-1773_0_0_2,1800_-1774_0_0_1,1800_-1775_0_0_2,1800_-1783_0_0_1,1800_-1797_0_0_2,1800_-1798_0_0_2,1800_-1882_0_0_2,1800_-1883_0_0_2,1800_-1891_0_0_0,1800_-19_0_1_1,1800_-210_0_0_2,1800_-25_0_0_1,1800_-3_0_0_1,1800_-313_0_0_2,1800_-319_0_1_1,1800_-325_0_0_1,1800_-326_0_0_2,1800_-330_0_1_2,1800_-332_0_0_2,1800_-333_0_0_1,1800_-336_0_0_2,1800_-338_0_0_2,1800_-344_0_0_1,1800_-348_0_0_1,1800_-349_0_0_2,1800_-356_0_1_2,1800_-361_0_0_1,1800_-365_0_0_1,1800_-379_0_0_0,1800_-38_0_0_1,1800_-381_0_0_0,1800_-383_0_1_0,1800_-492_0_0_1,1800_-496_0_0_2,1800_-504_0_0_2,1800_-505_0_0_1,1800_-517_0_0_0,1800_-523_0_0_1,1800_-533_0_0_2,1800_-535_0_1_2,1800_-569_0_0_1,1800_-570_0_0_2,1800_-577_0_1_1,1800_-579_0_0_2,1800_-585_0_0_1,1800_-588_0_0_2,1800_-589_0_1_2,1800_-592_0_0_1,1800_-597_0_0_0,1800_-601_0_0_0,1800_-608_0_0_1,1800_-612_0_0_1,1800_-613_0_0_0,1800_-614_0_0_2,1800_-618_0_0_2,1800_-621_0_0_0,1800_-623_0_0_1,1800_-625_0_0_1,1800_-639_0_2_1,1800_-64_0_1_2,1800_-642_0_0_1,1800_-650_0_0_1,1800_-674_0_0_0,1800_-679_0_0_0,1800_-684_0_0_2,1800_-686_0_0_0,1800_-696_0_0_2,1800_-698_0_0_1,1800_-7_0_0_2,1800_-728_0_0_0,1800_-730_0_0_0,1800_-732_0_0_1,1800_-734_0_0_0,1800_-837_0_0_1,1800_-840_0_0_2,1800_-846_0_0_0,1800_-848_0_0_2,1800_-867_0_0_0,1800_-870_0_0_0,1800_-876_0_0_2,1800_-880_0_2_1,1800_-882_0_0_2,1800_-9_0_0_2,1800_1005_0_0_1,1800_1011_0_0_0,1800_1027_0_0_1,1800_1029_0_0_0,1800_1033_0_0_1,1800_1057_0_0_0,1800_1093_0_0_0,1800_11_0_0_0,1800_116_0_0_1,1800_117_0_0_0,1800_119_0_0_2,1800_1199_0_0_1,1800_1201_0_0_1,1800_121_0_0_0,1800_123_0_0_1,1800_125_0_0_0,1800_126_0_0_1,1800_128_0_0_2,1800_13_0_1_2,1800_1323_0_0_0,1800_1342_0_0_2,1800_1343_0_0_0,1800_1345_0_0_1,1800_1357_0_0_2,1800_1359_0_0_1,1800_1363_0_0_1,1800_1373_0_0_0,1800_138_0_1_2,1800_1388_0_0_1,1800_1391_0_0_0,1800_1396_0_0_2,1800_1404_0_0_1,1800_1415_0_0_0,1800_1425_0_0_2,1800_1427_0_0_1,1800_1429_0_0_0,1800_1431_0_0_1,1800_1441_0_0_0,1800_1447_0_0_1,1800_1464_0_0_2,1800_1483_0_0_1,1800_1493_0_0_0,1800_1494_0_0_2,1800_1499_0_0_1,1800_15_0_0_0,1800_1501_0_0_2,1800_1517_0_0_2,1800_1523_0_0_2,1800_1524_0_1_2,1800_1526_0_0_2,1800_1532_0_0_0,1800_1533_0_0_1,1800_1535_0_0_2,1800_17_0_0_2,1800_1767_0_0_2,1800_1769_0_0_1,1800_1771_0_0_0,1800_1773_0_0_2,1800_1774_0_0_0,1800_1775_0_0_1,1800_1783_0_0_0,1800_1797_0_0_0,1800_1798_0_0_1,1800_1882_0_0_1,1800_1883_0_0_0,1800_1891_0_0_2,1800_19_0_0_0,1800_210_0_0_1,1800_25_0_2_1,1800_3_0_1_1,1800_313_0_0_1,1800_319_0_0_0,1800_325_0_0_2,1800_326_0_0_1,1800_330_0_0_0,1800_332_0_0_0,1800_333_0_0_1,1800_336_0_0_1,1800_338_0_0_2,1800_344_0_0_2,1800_348_0_0_2,1800_349_0_0_2,1800_356_0_0_0,1800_361_0_0_0,1800_365_0_1_1,1800_379_0_0_0,1800_38_0_0_2,1800_381_0_0_1,1800_383_0_0_2,1800_492_0_0_0,1800_496_0_0_1,1800_504_0_0_2,1800_505_0_0_2,1800_517_0_0_0,1800_523_0_0_1,1800_533_0_1_0,1800_535_0_0_0,1800_569_0_0_2,1800_570_0_0_2,1800_577_0_0_0,1800_579_0_1_2,1800_585_0_1_1,1800_588_0_0_1,1800_589_0_0_0,1800_592_0_0_1,1800_597_0_0_0,1800_601_0_0_0,1800_608_0_0_0,1800_612_0_0_0,1800_613_0_0_0,1800_614_0_0_0,1800_618_0_0_2,1800_621_0_0_2,1800_623_0_0_1,1800_625_0_0_2,1800_639_0_0_2,1800_64_0_0_2,1800_642_0_0_2,1800_650_0_0_2,1800_674_0_0_0,1800_679_0_0_1,1800_684_0_0_2,1800_686_0_0_0,1800_696_0_0_2,1800_698_0_0_2,1800_7_0_0_0,1800_728_0_0_2,1800_730_0_0_2,1800_732_0_1_0,1800_734_0_0_0,1800_837_0_0_2,1800_840_0_0_1,1800_846_0_0_2,1800_848_0_0_1,1800_867_0_1_2,1800_870_0_0_0,1800_876_0_1_1,1800_880_0_0_0,1800_882_0_0_0,1800_9_0_0_1,
2700_-1005_0_0_1,2700_-1011_0_0_2,2700_-1027_0_0_2,2700_-1029_0_0_2,2700_-1033_0_0_0,2700_-1057_0_0_1,2700_-1093_0_0_2,2700_-11_0_0_2,2700_-116_0_0_0,2700_-117_0_0_2,2700_-119_0_0_2,2700_-1199_0_0_2,2700_-1201_0_0_1,2700_-121_0_0_1,2700_-123_0_1_2,2700_-125_0_0_0,2700_-126_0_0_2,2700_-128_0_0_1,2700_-13_0_1_0,2700_-1323_0_0_0,2700_-1342_0_0_0,2700_-1343_0_0_2,2700_-1345_0_0_2,2700_-1357_0_0_1,2700_-1359_0_1_2,2700_-1363_0_0_1,2700_-1373_0_0_2,2700_-138_0_0_1,2700_-1388_0_0_2,2700_-1391_0_0_2,2700_-1396_0_0_1,2700_-1404_0_0_0,2700_-1415_0_1_1,2700_-1425_0_0_0,2700_-1427_0_0_1,2700_-1429_0_1_1,2700_-1431_0_0_2,2700_-1441_0_0_0,2700_-1447_0_1_1,2700_-1464_0_0_2,2700_-1483_0_0_0,2700_-1493_0_0_0,2700_-1494_0_1_1,2700_-1499_0_1_0,2700_-15_0_1_0,2700_-1501_0_0_2,2700_-1517_0_0_1,2700_-1523_0_0_2,2700_-1524_0_0_2,2700_-1526_0_0_1,2700_-1532_0_0_2,2700_-1533_0_0_2,2700_-1535_0_0_1,2700_-17_0_0_2,2700_-1767_0_1_1,2700_-1769_0_0_0,2700_-1771_0_0_1,2700_-1773_0_0_2,2700_-1774_0_0_0,2700_-1775_0_0_0,2700_-1783_0_0_1,2700_-1797_0_0_0,2700_-1798_0_0_2,2700_-1882_0_0_2,2700_-1883_0_0_0,2700_-1891_0_1_0,2700_-19_0_0_0,2700_-210_0_0_2,2700_-25_0_0_2,2700_-3_0_1_0,2700_-313_0_0_0,2700_-319_0_2_1,2700_-325_0_0_2,2700_-326_0_0_2,2700_-330_0_0_0,2700_-332_0_0_1,2700_-333_0_0_1,2700_-336_0_1_2,2700_-338_0_0_0,2700_-344_0_0_0,2700_-348_0_0_1,2700_-349_0_0_2,2700_-356_0_0_2,2700_-361_0_0_2,2700_-365_0_0_1,2700_-379_0_0_2,2700_-38_0_0_2,2700_-381_0_0_1,2700_-383_0_0_2,2700_-492_0_0_1,2700_-496_0_0_0,2700_-504_0_0_2,2700_-505_0_0_2,2700_-517_0_0_2,2700_-523_0_0_2,2700_-533_0_0_1,2700_-535_0_0_2,2700_-569_0_0_0,2700_-570_0_0_0,2700_-577_0_0_0,2700_-579_0_0_2,2700_-585_0_0_1,2700_-588_0_0_2,2700_-589_0_0_1,2700_-592_0_1_0,2700_-597_0_0_1,2700_-601_0_1_0,2700_-608_0_0_0,2700_-612_0_0_1,2700_-613_0_0_1,2700_-614_0_0_0,2700_-618_0_0_1,2700_-621_0_0_0,2700_-623_0_0_1,2700_-625_0_0_0,2700_-639_0_0_2,2700_-64_0_2_0,2700_-642_0_0_2,2700_-650_0_0_0,2700_-674_0_1_2,2700_-679_0_0_0,2700_-684_0_0_1,2700_-686_0_0_1,2700_-696_0_0_0,2700_-698_0_0_1,2700_-7_0_0_0,2700_-728_0_0_0,2700_-730_0_0_1,2700_-732_0_0_1,2700_-734_0_0_2,2700_-837_0_0_1,2700_-840_0_0_1,2700_-846_0_0_2,2700_-848_0_0_0,2700_-867_0_0_1,2700_-870_0_1_1,2700_-876_0_0_0,2700_-880_0_0_0,2700_-882_0_0_2,2700_-9_0_0_0,2700_1005_0_0_2,2700_1011_0_0_2,2700_1027_0_0_2,2700_1029_0_0_0,2700_1033_0_0_2,2700_1057_0_0_0,2700_1093_0_0_1,2700_11_0_0_0,2700_116_0_0_2,2700_117_0_0_1,2700_119_0_0_1,2700_1199_0_0_1,2700_1201_0_0_2,2700_121_0_2_0,2700_123_0_0_1,2700_125_0_0_2,2700_126_0_0_2,2700_128_0_0_0,2700_13_0_1_1,2700_1323_0_0_1,2700_1342_0_0_1,2700_1343_0_0_2,2700_1345_0_0_1,2700_1357_0_0_2,2700_1359_0_0_0,2700_1363_0_0_2,2700_1373_0_0_0,2700_138_0_0_0,2700_1388_0_0_0,2700_1391_0_0_2,2700_1396_0_0_2,2700_1404_0_0_2,2700_1415_0_0_1,2700_1425_0_1_1,2700_1427_0_0_1,2700_1429_0_0_0,2700_1431_0_0_0,2700_1441_0_0_1,2700_1447_0_0_1,2700_1464_0_0_1,2700_1483_0_0_1,2700_1493_0_0_1,2700_1494_0_0_1,2700_1499_0_0_0,2700_15_0_0_1,2700_1501_0_0_2,2700_1517_0_1_2,2700_1523_0_0_1,2700_1524_0_0_0,2700_1526_0_0_2,2700_1532_0_0_0,2700_1533_0_0_0,2700_1535_0_0_0,2700_17_0_1_1,2700_1767_0_0_1,2700_1769_0_0_1,2700_1771_0_0_2,2700_1773_0_0_2,2700_1774_0_0_1,2700_1775_0_0_1,2700_1783_0_0_0,2700_1797_0_0_1,2700_1798_0_0_0,2700_1882_0_0_1,2700_1883_0_0_0,2700_1891_0_0_2,2700_19_0_1_1,2700_210_0_3_1,2700_25_0_2_2,2700_3_0_0_0,2700_313_0_0_0,2700_319_0_0_0,2700_325_0_0_1,2700_326_0_0_1,2700_330_0_0_2,2700_332_0_0_0,2700_333_0_0_0,2700_336_0_0_2,2700_338_0_0_0,2700_344_0_0_2,2700_348_0_0_2,2700_349_0_0_2,2700_356_0_1_0,2700_361_0_0_2,2700_365_0_0_2,2700_379_0_0_2,2700_38_0_0_0,2700_381_0_0_2,2700_383_0_0_1,2700_492_0_0_1,2700_496_0_0_0,2700_504_0_0_0,2700_505_0_0_0,2700_517_0_0_1,2700_523_0_0_0,2700_533_0_0_2,2700_535_0_0_2,2700_569_0_0_1,2700_570_0_0_1,2700_577_0_0_2,2700_579_0_0_2,2700_585_0_0_1,2700_588_0_0_0,2700_589_0_1_1,2700_592_0_0_0,2700_597_0_0_0,2700_601_0_0_2,2700_608_0_0_2,2700_612_0_0_0,2700_613_0_0_2,2700_614_0_0_1,2700_618_0_0_0,2700_621_0_0_1,2700_623_0_0_1,2700_625_0_1_1,2700_639_0_1_2,2700_64_0_0_1,2700_642_0_1_1,2700_650_0_0_2,2700_674_0_0_1,2700_679_0_0_2,2700_684_0_0_2,2700_686_0_0_1,2700_696_0_0_2,2700_698_0_0_0,2700_7_0_0_0,2700_728_0_1_0,2700_730_0_0_1,2700_732_0_1_2,2700_734_0_0_1,2700_837_0_1_1,2700_840_0_0_1,2700_846_0_0_1,2700_848_0_0_2,2700_867_0_0_2,2700_870_0_1_1,2700_876_0_0_1,2700_880_0_0_0,2700_882_0_0_2,2700_9_0_0_2,
