det_-1005_0_1,det_-1005_0_0,111.58
det_1029_0_1,det_-1005_0_1,252.41583547788753
det_-1005_0_0,det_-612_0_0,286.6655727498508
det_-1005_1_1,det_-1005_1_0,111.58
det_-1093_2_1,det_-1005_1_1,220.08455397869253
det_1029_1_1,det_-1005_1_1,254.51847870046686
det_-1005_1_0,det_-612_1_0,283.8744461905651
det_-1005_2_1,det_-1005_2_0,111.58
det_-1093_2_1,det_-1005_2_1,218.0081929653104
det_1005_2_1,det_-1005_2_1,3.207771812333432
det_1029_2_1,det_-1005_2_1,256.62114721900826
det_-1005_2_0,det_1011_1_0,251.2682950553051
det_-1005_2_0,det_1011_2_0,249.6235736063401
det_-1005_2_0,det_1005_2_0,3.1982026202227356
det_-1011_0_1,det_-1011_0_0,203.25
det_-1345_0_1,det_-1011_0_1,354.88781790870195
det_1342_0_1,det_-1011_0_1,212.06448193886692
det_-1011_0_0,det_1005_0_0,235.93359764984717
det_-1011_1_1,det_-1011_1_0,203.25
det_-1345_1_1,det_-1011_1_1,357.96554024095656
det_1342_1_1,det_-1011_1_1,217.17784992949905
det_-1011_1_0,det_1005_1_0,240.48363353875024
det_-1011_2_1,det_-1011_2_0,203.25
det_-1345_2_1,det_-1011_2_1,361.0433016966247
det_1011_2_1,det_-1011_2_1,3.1995312156626357
det_-1011_2_0,det_-612_1_0,171.82815397949182
det_-1011_2_0,det_-612_2_0,168.6581779813834
det_-1011_2_0,det_1011_2_0,3.1995312156626357
det_-1027_0_1,det_-1027_0_0,202.35
det_-1199_0_1,det_-1027_0_1,317.74015122423543
det_-1201_0_1,det_-1027_0_1,305.1623757936093
det_-1027_0_0,det_-698_0_0,193.4643972414563
det_-1027_1_1,det_-1027_1_0,202.35
det_-1199_1_1,det_-1027_1_1,317.0401717448437
det_-1201_1_1,det_-1027_1_1,309.21891953759877
det_-1027_1_0,det_-698_1_0,188.34385681513487
det_-1027_2_1,det_-1027_2_0,202.35
det_-1199_2_1,det_-1027_2_1,316.3401936207284
det_1027_2_1,det_-1027_2_1,3.198280788173602
det_-1027_2_0,det_-698_2_0,183.24314393722892
det_-1029_0_1,det_-1029_0_0,141.57
det_-1093_0_1,det_-1029_0_1,236.02027137515117
det_1005_0_1,det_-1029_0_1,262.9433418057967
det_-1029_0_0,det_-728_0_0,234.36620170152528
det_-1029_1_1,det_-1029_1_0,141.57
det_-1093_1_1,det_-1029_1_1,239.6401304039039
det_1005_1_1,det_-1029_1_1,260.8406015174785
det_-1029_1_0,det_-728_1_0,230.618342722343
det_-1029_2_1,det_-1029_2_0,141.57
det_1005_2_1,det_-1029_2_1,258.73003246627565
det_1029_2_1,det_-1029_2_1,3.1983276880270326
det_-1029_2_0,det_870_1_0,129.48622822524408
det_-1029_2_0,det_870_2_0,126.30634861320303
det_-1029_2_0,det_1029_2_0,3.198327688026939
det_-1033_0_1,det_-1033_0_0,86.79
det_882_0_1,det_-1033_0_1,264.84544492967973
det_-1033_0_0,det_-734_0_0,216.37033091438389
det_-1033_1_1,det_-1033_1_0,86.79
det_-1323_1_1,det_-1033_1_1,263.9881891297412
det_882_1_1,det_-1033_1_1,265.6342268985683
det_-1033_1_0,det_-734_1_0,220.54585056173693
det_-1033_2_1,det_-1033_2_0,86.79
det_-1323_2_1,det_-1033_2_1,260.0597133352261
det_1033_2_1,det_-1033_2_1,3.203248351283357
